Order_ID,Order_Date,Customer_ID,Customer_Name,Product,Category,Quantity,Price,City,Payment_Method
1303,2025-05-07,1059,Nisha,Headphones,Electronics,3,2344.24,Bengaluru,UPI
1304,2025-12-05,1054,Keerthi,T-Shirt,Fashion,1,853.32,Bengaluru,UPI
1305,2025-11-01,1005,Rohit,Backpack,Accessories,1,1708.1,Chennai,Cash
1306,2025-08-13,1030,Divya,Keyboard,Electronics,1,1113.63,Delhi,Credit Card
1307,2025-10-22,1041,Akash,Backpack,Accessories,3,1705.29,Hyderabad,Credit Card
1308,2025-07-31,1039,Vikram,Laptop,Electronics,5,59933.72,Hyderabad,Cash
1309,2025-10-12,1064,Diya,Office Chair,Furniture,4,6871.55,Coimbatore,Cash
1310,2025-07-29,1020,Ananya,Study Table,Furniture,2,8932.51,Kochi,Credit Card
1311,2025-04-26,1039,Rahul,T-Shirt,Fashion,4,974.65,Pune,Cash
1312,2025-10-13,1068,Rahul,Study Table,Furniture,2,8083.49,Coimbatore,UPI
1313,2025-08-19,1048,Karthik,Pen Pack,Stationery,2,72.82,Pune,UPI
1314,2025-02-07,1025,Akash,Shoes,Fashion,5,3018.89,Mumbai,Debit Card
1315,2025-06-05,1002,Arjun,Coffee Mug,Home,2,382.35,Bengaluru,Cash
1316,2025-05-05,1090,Keerthi,Shoes,Fashion,2,3133.84,Mumbai,Debit Card
1317,2025-05-25,1049,Rohit,Pen Pack,Stationery,3,76.93,Coimbatore,Cash
1318,2025-08-27,1013,Aisha,T-Shirt,Fashion,3,974.58,Coimbatore,Debit Card
1319,2025-07-31,1006,Akash,Jeans,Fashion,2,1886.85,Chennai,Debit Card
1320,2025-10-11,1075,Akash,Shoes,Fashion,4,3068.92,Mumbai,Debit Card
1321,2025-04-28,1049,Akash,Jeans,Fashion,2,1799.75,Coimbatore,Debit Card
1322,2025-09-08,1093,Aisha,Notebook,Stationery,2,125.59,Coimbatore,Credit Card
1323,2025-03-13,1093,Divya,Notebook,Stationery,2,130.01,Chennai,UPI
1324,2025-02-08,1086,Diya,T-Shirt,Fashion,1,884.23,Mumbai,UPI
1325,2025-12-29,1020,Aarav,Keyboard,Electronics,5,1189.44,Chennai,Cash
1326,2025-12-04,1063,Aarav,Laptop,Electronics,5,55568.08,Chennai,UPI
1327,2025-09-29,1093,Vikram,Pen Pack,Stationery,3,72.27,Pune,Credit Card
1328,2025-02-24,1013,Manoj,Headphones,Electronics,2,2345.97,Delhi,Debit Card
1329,2025-05-17,1051,Karthik,Office Chair,Furniture,4,6446.7,Mumbai,Credit Card
1330,2025-06-03,1088,Karthik,Water Bottle,Accessories,1,413.42,Pune,Cash
1331,2025-10-10,1061,Diya,Water Bottle,Accessories,1,468.26,Bengaluru,Cash
1332,2025-08-11,1083,Sanjay,Backpack,Accessories,1,1942.12,Chennai,Credit Card
1333,2025-04-19,1089,Akash,Notebook,Stationery,3,109.12,Bengaluru,Debit Card
1334,2025-10-06,1073,Diya,Headphones,Electronics,3,2257.83,Mumbai,Credit Card
1335,2025-12-31,1051,Karthik,Mouse,Electronics,2,810.23,Pune,Debit Card
1336,2025-07-16,1097,Rahul,T-Shirt,Fashion,1,900.14,Coimbatore,UPI
1337,2025-02-20,1056,Priya,Jeans,Fashion,1,1742.61,Pune,Debit Card
1338,2025-01-16,1082,Vikram,T-Shirt,Fashion,4,898.31,Coimbatore,Cash
1339,2025-08-10,1024,Akash,Water Bottle,Accessories,4,412.71,Delhi,Credit Card
1340,2025-02-07,1011,Vikram,Headphones,Electronics,4,2605.84,Hyderabad,Cash
1341,2025-06-12,1047,Meera,Smartphone,Electronics,1,27214.8,Kochi,Debit Card
1342,2025-05-19,1014,Rahul,Smartphone,Electronics,2,24654.9,Pune,UPI
1343,2025-01-14,1012,Nisha,Pen Pack,Stationery,1,81.55,Coimbatore,Cash
1344,2025-01-07,1038,Kavya,Study Table,Furniture,1,8882.23,Mumbai,Credit Card
1345,2025-12-17,1049,Sneha,Headphones,Electronics,3,2400.57,Kochi,Credit Card
1346,2025-02-02,1022,Kavya,Mouse,Electronics,4,767.96,Bengaluru,Debit Card
1347,2025-05-09,1032,Aisha,Backpack,Accessories,5,1690.4,Bengaluru,Credit Card
1348,2025-06-05,1001,Harish,Office Chair,Furniture,5,6343.86,Coimbatore,Cash
1349,2025-06-21,1056,Keerthi,Headphones,Electronics,3,2410.33,Mumbai,Cash
1350,2025-06-10,1023,Harish,Office Chair,Furniture,3,6805.34,Kochi,Credit Card
1351,2025-06-16,1049,Vikram,Jeans,Fashion,4,1751.41,Mumbai,Credit Card
1352,2025-12-16,1099,Divya,Laptop,Electronics,4,59872.72,Mumbai,Cash
1353,2025-05-30,1089,Karthik,Jeans,Fashion,4,1862.27,Hyderabad,Debit Card
1354,2025-05-04,1033,Rahul,Shoes,Fashion,4,3385.01,Bengaluru,Cash
1355,2025-11-03,1062,Akash,Study Table,Furniture,5,8511.24,Pune,UPI
1356,2025-07-04,1090,Divya,Backpack,Accessories,1,1659.37,Mumbai,Debit Card
1357,2025-03-27,1083,Keerthi,Laptop,Electronics,5,60319.69,Pune,Debit Card
1358,2025-08-09,1014,Aarav,Smartphone,Electronics,3,23610.01,Mumbai,Cash
1359,2025-07-11,1051,Rohit,T-Shirt,Fashion,5,934.28,Hyderabad,Debit Card
1360,2025-01-13,1062,Meera,Mouse,Electronics,4,867.29,Bengaluru,UPI
1361,2025-03-14,1045,Ananya,Office Chair,Furniture,4,6869.55,Kochi,Debit Card
1362,2025-09-01,1013,Rohit,Shoes,Fashion,4,3084.1,Delhi,UPI
1363,2025-12-30,1015,Aarav,Jeans,Fashion,3,1853.27,Hyderabad,Credit Card
1364,2025-09-22,1023,Divya,Headphones,Electronics,3,2529.92,Kochi,Credit Card
1365,2025-07-27,1081,Sneha,Headphones,Electronics,4,2447.79,Mumbai,Cash
1366,2025-10-31,1055,Harish,Laptop,Electronics,2,51763.63,Bengaluru,UPI
1367,2025-10-02,1024,Nisha,Office Chair,Furniture,2,6444.82,Delhi,Cash
1368,2025-09-28,1082,Sanjay,Backpack,Accessories,4,1840.07,Bengaluru,Debit Card
1369,2025-06-30,1059,Keerthi,Headphones,Electronics,3,2709.34,Bengaluru,Credit Card
1370,2025-06-10,1016,Priya,Mouse,Electronics,1,749.29,Hyderabad,Cash
1371,2025-08-03,1077,Rahul,Backpack,Accessories,4,1772.29,Kochi,Credit Card
1372,2025-10-12,1022,Aisha,Mouse,Electronics,2,749.94,Kochi,UPI
1373,2025-07-03,1002,Aisha,Headphones,Electronics,2,2657.61,Kochi,Cash
1374,2025-12-17,1063,Kavya,Shoes,Fashion,4,3192.77,Bengaluru,UPI
1375,2025-04-23,1038,Diya,Mouse,Electronics,2,806.02,Hyderabad,Cash
1376,2025-10-17,1096,Aisha,Pen Pack,Stationery,5,73.81,Bengaluru,Debit Card
1377,2025-10-06,1047,Divya,Jeans,Fashion,1,1893.6,Kochi,Credit Card
1378,2025-08-06,1014,Priya,Mouse,Electronics,1,791.96,Coimbatore,UPI
1379,2025-08-13,1016,Priya,Keyboard,Electronics,5,1245.39,Pune,Credit Card
1380,2025-11-12,1018,Arjun,Jeans,Fashion,2,1909.96,Coimbatore,Debit Card
1381,2025-11-02,1069,Sneha,Office Chair,Furniture,3,6226.13,Delhi,UPI
1382,2025-03-11,1097,Kavya,Coffee Mug,Home,1,384.47,Hyderabad,Credit Card
1383,2025-05-08,1019,Sanjay,Jeans,Fashion,2,1894.13,Pune,Cash
1384,2025-03-14,1074,Vikram,Water Bottle,Accessories,4,438.77,Bengaluru,UPI
1385,2025-07-26,1066,Vikram,Shoes,Fashion,3,3171.01,Kochi,Debit Card
1386,2025-10-25,1001,Karthik,Shoes,Fashion,4,3286.3,Coimbatore,UPI
1387,2025-10-01,1051,Arjun,Study Table,Furniture,2,8491.02,Coimbatore,Debit Card
1388,2025-06-22,1071,Akash,Headphones,Electronics,5,2676.21,Coimbatore,UPI
1389,2025-01-24,1013,Rohit,Laptop,Electronics,1,59723.76,Hyderabad,Cash
1390,2025-08-22,1001,Kavya,Keyboard,Electronics,2,1291.72,Delhi,Credit Card
1391,2025-05-21,1012,Nisha,Mouse,Electronics,1,779.5,Hyderabad,UPI
1392,2025-07-22,1081,Ananya,Shoes,Fashion,2,3154.71,Bengaluru,UPI
1393,2025-01-01,1028,Aisha,Smartphone,Electronics,2,25468.4,Kochi,UPI
1394,2025-01-05,1090,Sanjay,Jeans,Fashion,1,1975.74,Pune,Credit Card
1395,2025-09-02,1010,Priya,Study Table,Furniture,1,8892.3,Bengaluru,UPI
1396,2025-06-10,1048,Ananya,Headphones,Electronics,4,2636.73,Hyderabad,Credit Card
1397,2025-02-05,1068,Akash,Laptop,Electronics,5,56650.22,Kochi,Debit Card
1398,2025-04-20,1081,Rahul,Coffee Mug,Home,4,358.13,Kochi,Credit Card
1399,2025-02-14,1013,Rahul,T-Shirt,Fashion,1,916.12,Pune,Debit Card
1400,2025-08-08,1041,Rahul,Keyboard,Electronics,3,1234.71,Mumbai,Debit Card
1401,2025-12-20,1004,Ananya,Keyboard,Electronics,5,1225.66,Mumbai,Cash
1402,2025-06-01,1083,Diya,T-Shirt,Fashion,2,899.08,Bengaluru,Credit Card
1403,2025-09-13,1082,Keerthi,Smartphone,Electronics,5,26943.62,Chennai,Debit Card
1404,2025-06-12,1017,Harish,Jeans,Fashion,5,1771.51,Hyderabad,Cash
1405,2025-02-07,1003,Akash,Smartphone,Electronics,1,23810.93,Chennai,UPI
1406,2025-07-23,1065,Ananya,Water Bottle,Accessories,5,474.04,Pune,Cash
1407,2025-02-12,1082,Divya,Pen Pack,Stationery,5,74.44,Bengaluru,Debit Card
1408,2025-02-10,1066,Arjun,T-Shirt,Fashion,2,906.55,Pune,UPI
1409,2025-06-08,1090,Kavya,Shoes,Fashion,2,2917.06,Bengaluru,Cash
1410,2025-03-01,1059,Keerthi,Backpack,Accessories,1,1731.34,Hyderabad,UPI
1411,2025-01-07,1091,Rahul,Shoes,Fashion,1,2984.85,Coimbatore,Debit Card
1412,2025-03-27,1048,Rahul,Shoes,Fashion,3,3349.08,Bengaluru,UPI
1413,2025-06-21,1055,Vikram,Pen Pack,Stationery,1,76.21,Bengaluru,Cash
1414,2025-08-22,1066,Nisha,Laptop,Electronics,4,58952.96,Hyderabad,Debit Card
1415,2025-03-22,1033,Meera,Coffee Mug,Home,5,362.19,Bengaluru,Credit Card
1416,2025-09-18,1001,Diya,Jeans,Fashion,1,1708.04,Kochi,Debit Card
1417,2025-07-16,1020,Sneha,Coffee Mug,Home,1,353.7,Pune,Credit Card
1418,2025-06-14,1032,Kavya,Coffee Mug,Home,3,333.99,Bengaluru,Debit Card
1419,2025-03-03,1065,Diya,Headphones,Electronics,2,2652.17,Chennai,Cash
1420,2025-02-05,1060,Ananya,T-Shirt,Fashion,3,868.91,Kochi,UPI
1421,2025-07-08,1026,Ananya,Backpack,Accessories,3,1886.25,Mumbai,Cash
1422,2025-07-08,1076,Aisha,T-Shirt,Fashion,2,941.84,Mumbai,Credit Card
1423,2025-01-04,1053,Aarav,Keyboard,Electronics,5,1163.14,Chennai,Debit Card
1424,2025-01-01,1098,Harish,Jeans,Fashion,3,1657.42,Mumbai,Cash
1425,2025-09-09,1008,Rahul,Shoes,Fashion,3,2939.54,Mumbai,Cash
1426,2025-12-25,1048,Rohit,Shoes,Fashion,1,3251.69,Hyderabad,Cash
1427,2025-02-08,1076,Akash,Laptop,Electronics,4,56786.88,Hyderabad,Credit Card
1428,2025-05-30,1034,Sanjay,Coffee Mug,Home,4,364.05,Coimbatore,Debit Card
1429,2025-08-20,1035,Priya,Smartphone,Electronics,2,23180.56,Bengaluru,Credit Card
1430,2025-02-24,1022,Rohit,Notebook,Stationery,3,117.76,Coimbatore,Credit Card
1431,2025-08-20,1040,Rohit,Mouse,Electronics,1,734.47,Delhi,UPI
1432,2025-04-21,1042,Rahul,Smartphone,Electronics,2,27342,Pune,UPI
1433,2025-12-13,1039,Vikram,Jeans,Fashion,2,1631.19,Pune,Cash
1434,2025-10-12,1096,Divya,Keyboard,Electronics,1,1190.89,Hyderabad,UPI
1435,2025-01-07,1008,Priya,Headphones,Electronics,2,2661.84,Coimbatore,UPI
1436,2025-10-26,1076,Vikram,Coffee Mug,Home,1,316.53,Bengaluru,Credit Card
1437,2025-11-27,1057,Rahul,Smartphone,Electronics,3,23112.64,Kochi,UPI
1438,2025-03-28,1074,Kavya,Jeans,Fashion,4,1798.61,Pune,Cash
1439,2025-03-30,1046,Arjun,Coffee Mug,Home,2,334.25,Kochi,Credit Card
1440,2025-01-18,1079,Keerthi,Backpack,Accessories,2,1853.02,Kochi,Cash
1441,2025-10-09,1062,Diya,Smartphone,Electronics,3,24415.08,Pune,Credit Card
1442,2025-11-26,1068,Priya,Water Bottle,Accessories,5,476.54,Pune,Debit Card
1443,2025-09-03,1070,Aisha,Office Chair,Furniture,5,6503.11,Pune,Debit Card
1444,2025-04-03,1004,Sanjay,Backpack,Accessories,2,1630.55,Delhi,UPI
1445,2025-08-30,1068,Nisha,T-Shirt,Fashion,5,989.93,Hyderabad,UPI
1446,2025-05-07,1085,Priya,Mouse,Electronics,5,850.61,Chennai,Credit Card
1447,2025-10-22,1050,Nisha,Coffee Mug,Home,2,327.33,Coimbatore,Debit Card
1448,2025-10-30,1004,Nisha,Backpack,Accessories,5,1671.16,Mumbai,Cash
1449,2025-10-05,1040,Sneha,Notebook,Stationery,1,110.17,Mumbai,Credit Card
1450,2025-01-11,1068,Aisha,Laptop,Electronics,3,59596.86,Mumbai,Credit Card
1451,2025-06-24,1092,Sneha,Coffee Mug,Home,3,319.17,Hyderabad,Credit Card
1452,2025-02-26,1068,Nisha,Smartphone,Electronics,3,26022.69,Pune,UPI
1453,2025-06-22,1039,Sanjay,Headphones,Electronics,2,2616.18,Pune,Cash
1454,2025-11-29,1041,Sneha,Shoes,Fashion,5,3323.88,Coimbatore,Credit Card
1455,2025-12-07,1076,Sneha,Study Table,Furniture,3,8897.79,Delhi,Credit Card
1456,2025-04-01,1094,Aarav,Shoes,Fashion,5,3130.62,Chennai,Credit Card
1457,2025-11-05,1041,Keerthi,Keyboard,Electronics,5,1104.99,Kochi,Credit Card
1458,2025-06-19,1096,Karthik,Keyboard,Electronics,3,1315.77,Hyderabad,UPI
1459,2025-12-29,1086,Sanjay,Notebook,Stationery,1,114.37,Mumbai,UPI
1460,2025-06-29,1033,Meera,Shoes,Fashion,1,2910.81,Kochi,Cash
1461,2025-03-27,1053,Aisha,Coffee Mug,Home,4,339.59,Pune,UPI
1462,2025-09-03,1074,Priya,Headphones,Electronics,4,2286.85,Chennai,Debit Card
1463,2025-01-11,1041,Vikram,Smartphone,Electronics,1,24209.04,Pune,Credit Card
1464,2025-02-08,1071,Karthik,Office Chair,Furniture,5,7130.86,Kochi,UPI
1465,2025-08-09,1084,Sneha,Backpack,Accessories,4,1676.56,Bengaluru,Debit Card
1466,2025-04-16,1025,Kavya,Shoes,Fashion,5,3342.1,Delhi,Debit Card
1467,2025-06-02,1031,Meera,Laptop,Electronics,4,55789.47,Kochi,Credit Card
1468,2025-01-28,1047,Aarav,Study Table,Furniture,1,8150.73,Kochi,Credit Card
1469,2025-02-19,1004,Arjun,Headphones,Electronics,3,2738.53,Kochi,UPI
1470,2025-06-07,1051,Aisha,Notebook,Stationery,3,110.19,Pune,Credit Card
1471,2025-07-09,1049,Nisha,Headphones,Electronics,4,2272.31,Kochi,Cash
1472,2025-05-15,1029,Vikram,Backpack,Accessories,1,1674.41,Bengaluru,UPI
1473,2025-12-09,1045,Divya,Study Table,Furniture,5,8036.77,Chennai,Cash
1474,2025-09-25,1054,Divya,Water Bottle,Accessories,4,456.54,Mumbai,Cash
1475,2025-06-03,1011,Harish,Coffee Mug,Home,1,350.15,Hyderabad,UPI
1476,2025-08-18,1023,Sneha,Keyboard,Electronics,2,1110.28,Pune,UPI
1477,2025-12-16,1056,Arjun,Jeans,Fashion,2,1920.28,Delhi,Debit Card
1478,2025-02-04,1012,Harish,Pen Pack,Stationery,4,80.83,Delhi,Cash
1479,2025-01-07,1090,Keerthi,Backpack,Accessories,5,1901.41,Bengaluru,Cash
1480,2025-03-18,1019,Akash,Backpack,Accessories,5,1893.02,Bengaluru,UPI
1481,2025-10-16,1100,Meera,T-Shirt,Fashion,3,966.15,Coimbatore,Cash
1482,2025-05-16,1050,Aisha,Backpack,Accessories,5,1790.3,Hyderabad,Debit Card
1483,2025-07-26,1019,Keerthi,Backpack,Accessories,4,1633.96,Coimbatore,Credit Card
1484,2025-01-26,1096,Aisha,Coffee Mug,Home,3,377.79,Chennai,Debit Card
1485,2025-06-05,1040,Vikram,Jeans,Fashion,4,1928.96,Bengaluru,Credit Card
1486,2025-03-10,1039,Rohit,T-Shirt,Fashion,3,858.5,Pune,UPI
1487,2025-04-07,1057,Arjun,Coffee Mug,Home,4,366.87,Coimbatore,UPI
1488,2025-09-21,1021,Karthik,Mouse,Electronics,5,784.54,Chennai,Credit Card
1489,2025-04-09,1026,Diya,Keyboard,Electronics,1,1189.55,Coimbatore,Credit Card
1490,2025-05-21,1048,Rohit,Pen Pack,Stationery,4,82.17,Bengaluru,UPI
1491,2025-05-04,1048,Aisha,Backpack,Accessories,4,1683.93,Kochi,Debit Card
1492,2025-06-26,1021,Vikram,Shoes,Fashion,1,3062.44,Pune,UPI
1493,2025-03-25,1074,Arjun,Jeans,Fashion,2,1853.06,Mumbai,Debit Card
1494,2025-11-30,1053,Manoj,Laptop,Electronics,1,54715.07,Hyderabad,Credit Card
1495,2025-11-04,1002,Priya,Mouse,Electronics,5,848.81,Delhi,Debit Card
1496,2025-08-05,1049,Nisha,Notebook,Stationery,3,113.24,Delhi,Cash
1497,2025-10-27,1014,Aarav,Pen Pack,Stationery,3,80.98,Delhi,Debit Card
1498,2025-12-17,1014,Aisha,Smartphone,Electronics,3,27441.8,Coimbatore,Debit Card
1499,2025-05-14,1084,Ananya,Keyboard,Electronics,2,1204.15,Mumbai,UPI
1500,2025-11-04,1052,Sanjay,Water Bottle,Accessories,2,469.92,Kochi,Debit Card
1501,2025-05-13,1054,Harish,Study Table,Furniture,1,8641.14,Mumbai,Debit Card
1502,2025-04-24,1088,Divya,Water Bottle,Accessories,4,486.59,Coimbatore,Debit Card
1503,2025-03-29,1085,Divya,Headphones,Electronics,3,2298.8,Hyderabad,Debit Card
1504,2025-10-14,1098,Sneha,Water Bottle,Accessories,3,463.9,Mumbai,Debit Card
1505,2025-04-25,1096,Ananya,Study Table,Furniture,3,8281.86,Delhi,Cash
1506,2025-03-02,1061,Diya,Jeans,Fashion,5,1828.91,Bengaluru,Cash
1507,2025-04-10,1065,Meera,Jeans,Fashion,4,1810.74,Pune,UPI
1508,2025-03-19,1018,Arjun,Office Chair,Furniture,4,7133.35,Kochi,Credit Card
1509,2025-06-11,1092,Sneha,T-Shirt,Fashion,1,897.76,Hyderabad,Debit Card
1510,2025-11-21,1008,Aarav,Notebook,Stationery,3,113.03,Hyderabad,Credit Card
1511,2025-09-08,1098,Karthik,Headphones,Electronics,5,2466.86,Pune,Cash
1512,2025-08-08,1062,Harish,Laptop,Electronics,1,55371.61,Coimbatore,UPI
1513,2025-06-14,1097,Manoj,Keyboard,Electronics,1,1242.42,Mumbai,Credit Card
1514,2025-12-22,1045,Ananya,Headphones,Electronics,1,2441.78,Delhi,Credit Card
1515,2025-02-03,1006,Ananya,Mouse,Electronics,4,836.45,Coimbatore,Cash
1516,2025-12-18,1018,Sanjay,Coffee Mug,Home,4,340.15,Mumbai,Credit Card
1517,2025-07-26,1003,Priya,Keyboard,Electronics,2,1130.69,Chennai,Credit Card
1518,2025-03-05,1047,Diya,Study Table,Furniture,3,8961.12,Chennai,UPI
1519,2025-12-05,1014,Aarav,Laptop,Electronics,1,54084.53,Pune,UPI
1520,2025-10-08,1033,Aisha,Shoes,Fashion,2,3011.52,Chennai,Debit Card
1521,2025-08-04,1085,Meera,Water Bottle,Accessories,5,429.3,Hyderabad,Cash
1522,2025-02-23,1066,Keerthi,Smartphone,Electronics,3,23070.06,Bengaluru,Cash
1523,2025-04-12,1078,Arjun,T-Shirt,Fashion,3,959.67,Mumbai,Debit Card
1524,2025-12-27,1053,Ananya,Headphones,Electronics,1,2524.07,Mumbai,Cash
1525,2025-06-19,1031,Aarav,Laptop,Electronics,1,59475.68,Kochi,Credit Card
1526,2025-02-16,1100,Manoj,Smartphone,Electronics,1,27023.9,Mumbai,Cash
1527,2025-06-01,1034,Rohit,Laptop,Electronics,1,58444.96,Chennai,Debit Card
1528,2025-07-04,1087,Sanjay,Study Table,Furniture,1,7811.5,Chennai,UPI
1529,2025-03-12,1085,Sneha,Office Chair,Furniture,3,7012.89,Delhi,UPI
1530,2025-07-10,1044,Sneha,Smartphone,Electronics,4,24501.25,Kochi,Debit Card
1531,2025-07-17,1089,Aisha,T-Shirt,Fashion,4,926.79,Hyderabad,UPI
1532,2025-03-09,1090,Diya,Jeans,Fashion,2,1657.34,Kochi,Cash
1533,2025-04-03,1079,Harish,T-Shirt,Fashion,3,920.04,Hyderabad,Cash
1534,2025-09-07,1015,Kavya,Notebook,Stationery,1,109.52,Coimbatore,UPI
1535,2025-12-27,1087,Manoj,T-Shirt,Fashion,5,940.28,Mumbai,Debit Card
1536,2025-09-23,1067,Keerthi,Smartphone,Electronics,4,25808.57,Mumbai,Cash
1537,2025-06-27,1085,Harish,Headphones,Electronics,5,2696.03,Chennai,UPI
1538,2025-11-26,1021,Manoj,Jeans,Fashion,4,1926.67,Hyderabad,UPI
1539,2025-09-09,1042,Priya,Office Chair,Furniture,3,5915.46,Mumbai,Cash
1540,2025-07-26,1031,Karthik,Notebook,Stationery,4,127.23,Kochi,UPI
1541,2025-09-13,1058,Sanjay,Smartphone,Electronics,4,26226.19,Chennai,UPI
1542,2025-07-26,1053,Diya,Pen Pack,Stationery,5,72,Bengaluru,Debit Card
1543,2025-09-18,1072,Arjun,Water Bottle,Accessories,4,490.53,Coimbatore,UPI
1544,2025-04-25,1059,Sanjay,Pen Pack,Stationery,5,81.6,Coimbatore,Cash
1545,2025-02-28,1013,Priya,Laptop,Electronics,3,53406.53,Delhi,Debit Card
1546,2025-12-26,1014,Diya,Coffee Mug,Home,2,349.47,Pune,UPI
1547,2025-05-11,1079,Arjun,Keyboard,Electronics,1,1303.25,Pune,Credit Card
1548,2025-08-23,1025,Sanjay,Smartphone,Electronics,4,22732.5,Bengaluru,Cash
1549,2025-08-23,1085,Akash,Pen Pack,Stationery,2,87.42,Chennai,UPI
1550,2025-10-11,1056,Akash,Notebook,Stationery,5,126.75,Hyderabad,Credit Card
1551,2025-03-07,1014,Harish,Water Bottle,Accessories,5,459.55,Coimbatore,Cash
1552,2025-08-03,1078,Priya,Mouse,Electronics,4,874.17,Delhi,Cash
1553,2025-03-10,1018,Kavya,Backpack,Accessories,5,1727.61,Coimbatore,Credit Card
1554,2025-04-13,1027,Keerthi,Shoes,Fashion,3,3319.43,Hyderabad,Credit Card
1555,2025-09-15,1070,Sanjay,Shoes,Fashion,1,3366.9,Kochi,Cash
1556,2025-12-12,1096,Divya,Mouse,Electronics,4,849.33,Bengaluru,UPI
1557,2025-07-15,1019,Diya,Water Bottle,Accessories,1,422.99,Hyderabad,Debit Card
1558,2025-12-16,1033,Rahul,Jeans,Fashion,1,1868.61,Delhi,Credit Card
1559,2025-10-05,1005,Nisha,Jeans,Fashion,4,1656.89,Mumbai,Cash
1560,2025-05-02,1066,Ananya,Shoes,Fashion,1,3472.95,Pune,Cash
1561,2025-12-17,1041,Divya,Laptop,Electronics,1,57680.37,Mumbai,Cash
1562,2025-04-26,1082,Nisha,T-Shirt,Fashion,5,908.39,Mumbai,Credit Card
1563,2025-05-31,1058,Sneha,Water Bottle,Accessories,1,421.83,Hyderabad,UPI
1564,2025-07-13,1006,Kavya,Mouse,Electronics,5,762.28,Hyderabad,Debit Card
1565,2025-01-03,1043,Rohit,Shoes,Fashion,2,2905.56,Coimbatore,UPI
1566,2025-11-17,1079,Ananya,Notebook,Stationery,5,121.2,Bengaluru,Debit Card
1567,2025-09-27,1029,Sneha,Pen Pack,Stationery,1,84.58,Hyderabad,Cash
1568,2025-10-06,1069,Harish,Smartphone,Electronics,3,23605.99,Mumbai,Debit Card
1569,2025-06-19,1047,Ananya,Keyboard,Electronics,5,1207.32,Chennai,UPI
1570,2025-12-09,1045,Rohit,Keyboard,Electronics,5,1300.47,Mumbai,UPI
1571,2025-12-16,1042,Harish,Coffee Mug,Home,1,342.01,Delhi,UPI
1572,2025-09-22,1099,Nisha,Pen Pack,Stationery,5,79.13,Chennai,Debit Card
1573,2025-11-30,1025,Sanjay,Pen Pack,Stationery,1,87.17,Hyderabad,UPI
1574,2025-11-17,1009,Arjun,Water Bottle,Accessories,2,482.85,Pune,UPI
1575,2025-04-16,1069,Kavya,Water Bottle,Accessories,1,472.22,Hyderabad,UPI
1576,2025-08-24,1092,Sanjay,Laptop,Electronics,1,50305.73,Hyderabad,Debit Card
1577,2025-10-13,1010,Akash,Jeans,Fashion,2,1947.96,Pune,Cash
1578,2025-08-19,1081,Harish,Study Table,Furniture,3,7678.71,Bengaluru,UPI
1579,2025-11-25,1093,Keerthi,Smartphone,Electronics,5,22727.58,Bengaluru,Debit Card
1580,2025-09-15,1014,Ananya,T-Shirt,Fashion,3,919.18,Delhi,Cash
1581,2025-07-15,1051,Aarav,Notebook,Stationery,2,120.8,Hyderabad,Cash
1582,2025-10-07,1038,Rahul,Mouse,Electronics,3,873.18,Chennai,Credit Card
1583,2025-03-05,1006,Aarav,Backpack,Accessories,5,1761.87,Bengaluru,Debit Card
1584,2025-04-18,1096,Nisha,Keyboard,Electronics,4,1297.35,Hyderabad,Credit Card
1585,2025-04-05,1029,Keerthi,Jeans,Fashion,3,1689.96,Hyderabad,UPI
1586,2025-10-09,1060,Divya,Smartphone,Electronics,3,25858.43,Delhi,UPI
1587,2025-04-12,1093,Akash,Notebook,Stationery,3,116.57,Mumbai,UPI
1588,2025-05-26,1080,Karthik,Coffee Mug,Home,2,337.25,Kochi,Debit Card
1589,2025-11-12,1085,Ananya,Shoes,Fashion,5,2977.53,Coimbatore,Debit Card
1590,2025-08-08,1022,Aarav,Office Chair,Furniture,2,6871.36,Pune,Debit Card
1591,2025-07-04,1018,Sanjay,Coffee Mug,Home,4,347.4,Coimbatore,Debit Card
1592,2025-09-07,1071,Meera,Headphones,Electronics,5,2290.99,Delhi,Credit Card
1593,2025-10-03,1026,Vikram,Shoes,Fashion,1,3345.55,Chennai,UPI
1594,2025-10-25,1075,Harish,T-Shirt,Fashion,5,848.3,Chennai,Debit Card
1595,2025-10-06,1070,Aisha,Water Bottle,Accessories,2,437.92,Mumbai,Debit Card
1596,2025-03-10,1060,Manoj,Pen Pack,Stationery,1,78.35,Chennai,Credit Card
1597,2025-11-11,1088,Sneha,T-Shirt,Fashion,5,835.27,Hyderabad,Credit Card
1598,2025-10-17,1073,Rahul,Shoes,Fashion,4,3481.07,Chennai,Credit Card
1599,2025-09-07,1030,Karthik,Mouse,Electronics,3,757.44,Mumbai,Debit Card
1600,2025-07-18,1061,Rohit,Coffee Mug,Home,1,317.79,Coimbatore,UPI
1601,2025-12-27,1067,Vikram,Jeans,Fashion,3,1828.31,Hyderabad,Cash
1602,2025-12-01,1049,Nisha,Backpack,Accessories,1,1806,Pune,Credit Card
1603,2025-09-22,1052,Nisha,Jeans,Fashion,3,1795.27,Kochi,UPI
1604,2025-09-14,1018,Rohit,Headphones,Electronics,2,2288.54,Delhi,Credit Card
1605,2025-03-18,1024,Sneha,Office Chair,Furniture,5,6782.49,Bengaluru,Credit Card
1606,2025-08-01,1043,Meera,Notebook,Stationery,4,119.5,Hyderabad,Cash
